id,title,format,affiliation 1,affiliation 2,affiliation 3,affiliation 4,affiliation 5,affiliation 6,affiliation 7,tags,year,ID,Abstract,lower_abstract,affiliation,mode of presentation,affiliation 8,affiliation 9,affiliation 10,tags (primary),tags (secondary),affiliation 11
2019-47,"Working at the Intersections of Information Literacy and Scholarly Communication: New Models for Engaging Students, Faculty, and Librarians",Panel Session,indiana university,university of illinois urbana-champaign,university of texas arlington,university of san diego,,,,Teaching and Learning,2019,2019-47,"In 2013, ACRL published a white paper titled Intersections of Scholarly Communication and Information Literacy: Creating Strategic Collaborations for a Changing Academic Environment, which called for a more integrated approach to scholarly communication and information literacy outreach. This panel aims to continue the conversation started by the Intersections white paper, renewing the discussion about the value of intersectional work and providing new case studies and potential applications for participants to consider. The panel will conclude with audience participation about how the library community can structurally encourage cross-pollination between these two groups and continue to find new and emerging intersections.","in 2013, acrl published a white paper titled intersections of scholarly communication and information literacy: creating strategic collaborations for a changing academic environment, which called for a more integrated approach to scholarly communication and information literacy outreach. this panel aims to continue the conversation started by the intersections white paper, renewing the discussion about the value of intersectional work and providing new case studies and potential applications for participants to consider. the panel will conclude with audience participation about how the library community can structurally encourage cross-pollination between these two groups and continue to find new and emerging intersections.",,,,,,,,
2019-48,Scaffolded Learning Using an Interactive Tutorial: moving from a one-shot into an in-class exercise using an interactive tutorial for scaffolded learning about literature searching,Virtual Conference Webcast,University of Pittsburgh,,,,,,,Teaching and Learning,2019,2019-48,"Learn how to adapt a traditional one-shot into an engaging, measurable, collaborative in-class exercise using LibWizard. Participants will focus on how to capture and demonstrate the value of information literacy in a classroom environment.","learn how to adapt a traditional one-shot into an engaging, measurable, collaborative in-class exercise using libwizard. participants will focus on how to capture and demonstrate the value of information literacy in a classroom environment.",,,,,,,,
2019-49,Build Your Own Research Database Using DocFetcher Open Source Software,TechConnect Presentation,illinois wesleyan university,,,,,,,Technology and Tools,2019,2019-49,"Commercial library databases are convenient and user-friendly, but what happens when you have a large amount of unique full-text documents that you want to make searchable? Have you ever tried to do a keyword search on a .PDF that is hundreds of pages long? It is an interminably slow process. This presentation will discuss how Chris has utilizedÂ open sourceÂ DocFetcherÂ software and digitized materials from Hathi Trust and the Internet ArchiveÂ to research a book on Illinois bicycle history. It will also provide a live demonstration of how DocFetcher works in practice. This presentation has practical applications for anyone undertaking large text-based research projects as well as for indexing and searching unique library collections.","commercial library databases are convenient and user-friendly, but what happens when you have a large amount of unique full-text documents that you want to make searchable? have you ever tried to do a keyword search on a .pdf that is hundreds of pages long? it is an interminably slow process. this presentation will discuss how chris has utilizedâ open sourceâ docfetcherâ software and digitized materials from hathi trust and the internet archiveâ to research a book on illinois bicycle history. it will also provide a live demonstration of how docfetcher works in practice. this presentation has practical applications for anyone undertaking large text-based research projects as well as for indexing and searching unique library collections.",,,,,,,,
2019-50,"Belonging, Intentionality, and Study Space for Minoritized and Privileged Students",Contributed Paper,ohio university,,,,,,,Administration/Management/Leadership,2019,2019-50,"Do all students experience library study spaces the same? Most of the literature on student's use of library spaces presumes so, yet research on campus climate and students' sense of belonging would indicate students from underrepresented groups might have a different perception. This session presents results from a qualitative, critical constructivist research study examining how students' social identities intersect with experiences in library study spaces and influence sense of belonging at a predominantly white university. Attendees will learn how to inspect their own library's study spaces using a critical eye toward facilitating students' sense of belonging across all identity groups.","do all students experience library study spaces the same? most of the literature on student's use of library spaces presumes so, yet research on campus climate and students' sense of belonging would indicate students from underrepresented groups might have a different perception. this session presents results from a qualitative, critical constructivist research study examining how students' social identities intersect with experiences in library study spaces and influence sense of belonging at a predominantly white university. attendees will learn how to inspect their own library's study spaces using a critical eye toward facilitating students' sense of belonging across all identity groups.",,,,,,,,
2019-51,Reshaping the Library Literature: Scholarship Challenges and Opportunities for Technical Services Librarians at Smaller Academic Libraries,Contributed Paper,slippery rock university of pennsylvania,,,,,,,Technical Services,2019,2019-51,"How active are technical services librarians in conducting research and publishing articles? Are there challenges specifically for librarians at smaller institutions that limit their opportunities to participate in scholarly activities?
Learn the current standing of the library literature and the ratio between publications from large and small institutions. Find out the likelihood of scholarly activities by librarians at small to medium sized academic libraries, and possible challenges for them to conduct research and publish.
It is important that the library literature represent all sizes of institutions. Let's discuss the challenges and opportunities for scholarly growth of librarians at smaller institutions.","how active are technical services librarians in conducting research and publishing articles? are there challenges specifically for librarians at smaller institutions that limit their opportunities to participate in scholarly activities?
learn the current standing of the library literature and the ratio between publications from large and small institutions. find out the likelihood of scholarly activities by librarians at small to medium sized academic libraries, and possible challenges for them to conduct research and publish.
it is important that the library literature represent all sizes of institutions. let's discuss the challenges and opportunities for scholarly growth of librarians at smaller institutions.",,,,,,,,
2019-52,Setting the Stage for Civic-Minded Education: Casting New Roles for Librarians in Critical Information Literacy Instruction,Contributed Paper,university of maine,,,,,,,Teaching and Learning,2019,2019-52,"Helping students critically engage with evidence as both consumers and creators of information is a hallmark of ACRL's Framework for Information Literacy. However, some criticize the Framework for not clearly connecting the development of information literacy (IL) competencies to civic-mindedness or social justice, i.e., moving from awareness to action. Responding to this critique, this empirical collaboration between a Librarian and a Communication professor examines the relationships between IL competencies and civic engagement attitudes among approximately 400 public speaking students (22 course sections). Join us to discuss the potential for critical IL instruction to furtherÂ civic attitudes!","helping students critically engage with evidence as both consumers and creators of information is a hallmark of acrl's framework for information literacy. however, some criticize the framework for not clearly connecting the development of information literacy (il) competencies to civic-mindedness or social justice, i.e., moving from awareness to action. responding to this critique, this empirical collaboration between a librarian and a communication professor examines the relationships between il competencies and civic engagement attitudes among approximately 400 public speaking students (22 course sections). join us to discuss the potential for critical il instruction to furtherâ civic attitudes!",,,,,,,,
2019-53,The Open Textbook Toolkit: Developing a New Narrative for OER Support,Contributed Paper,north carolina state university,,,,,,,Scholarly Communication,2019,2019-53,"This paper focuses on IMLS-funded research we have done around the practices and needs of psychology instructors considering adopting or creating OER. Over the past year, we have gathered information and developed a plan for creating a subject-specific, scalable open textbook toolkit that will meet the needs of instructors looking to adopt, adapt, or create OER. In this paper, we will provide actionable recommendations for support of OER in psychology courses, as well as guidance for applying these results in other fields. It will also provide a framework for librarians to develop their own research agenda in this area.","this paper focuses on imls-funded research we have done around the practices and needs of psychology instructors considering adopting or creating oer. over the past year, we have gathered information and developed a plan for creating a subject-specific, scalable open textbook toolkit that will meet the needs of instructors looking to adopt, adapt, or create oer. in this paper, we will provide actionable recommendations for support of oer in psychology courses, as well as guidance for applying these results in other fields. it will also provide a framework for librarians to develop their own research agenda in this area.",,,,,,,,
2019-54,Designing Pedagogy and Teaching with AR/VR technologies in Academic Libraries,Virtual Conference Webcast,georgia tech,,,,,,,Teaching and Learning,2019,2019-54,"At this session the presenters will introduce their experience building a for-credit library course focusing on using Virtual Reality (VR) for teaching and learning, how their pedagogy evolved over time, and how this initiative informed a new library service. Presenters will share their learning experiences with attendees who hope to incorporate VR into their educational programming. At the end of this session, participants will have a basic familiarity with terminology and resources necessary for beginning VR-focused endeavors and avoid common pitfalls. Anyone interested in building a VR-focused service is welcome. No experience is necessary to engage in this conversation.","at this session the presenters will introduce their experience building a for-credit library course focusing on using virtual reality (vr) for teaching and learning, how their pedagogy evolved over time, and how this initiative informed a new library service. presenters will share their learning experiences with attendees who hope to incorporate vr into their educational programming. at the end of this session, participants will have a basic familiarity with terminology and resources necessary for beginning vr-focused endeavors and avoid common pitfalls. anyone interested in building a vr-focused service is welcome. no experience is necessary to engage in this conversation.",,,,,,,,
2019-55,Empowering Students: A Motivational Approach to Instruction,Virtual Conference Webcast,nevada state university,,,,,,,Teaching and Learning,2019,2019-55,"A significant number of studies have shown that students rely on consistent and risk-averse research strategies and are unmotivated to engage critically with information. In an effort to increase this motivation, an instructional design librarian incorporated elements of self-determination theory (SDT) from the field of motivation into an online information literacy module. This presentation will discuss the design and assessment of the module, including its impact on student outcomes, such as perceived autonomy and competence (components of SDT) and research assignment grade. Using an interdisciplinary approach, the session will provide evidence-based strategies for designing meaningful instruction and igniting student motivation.","a significant number of studies have shown that students rely on consistent and risk-averse research strategies and are unmotivated to engage critically with information. in an effort to increase this motivation, an instructional design librarian incorporated elements of self-determination theory (sdt) from the field of motivation into an online information literacy module. this presentation will discuss the design and assessment of the module, including its impact on student outcomes, such as perceived autonomy and competence (components of sdt) and research assignment grade. using an interdisciplinary approach, the session will provide evidence-based strategies for designing meaningful instruction and igniting student motivation.",,,,,,,,
2019-56,Connecting the Digital Student to the Virtual Learning Commons: Librarians Collaborating with Learning Commons Colleagues to Reach Students through Web Conferencing Applications,TechConnect Presentation,kean university,,,,,,,Technology and Tools,2019,2019-56,"In this presentation, we will walk through the collaborative process by which our library/learning commons developed and implemented innovative approaches to anytime, anywhere student-centered support in service to the diverse needs of our students. We will explore how our use of online meeting and web conferencing applications provided a seamless portal to multiple options for students to engage with librarians and other learning commons professionals. We will illustrate how this digital platform supports the diverse learning styles of students and creates a setting that encourages student engagement with the integrated virtual services that will foster student success and retention.","in this presentation, we will walk through the collaborative process by which our library/learning commons developed and implemented innovative approaches to anytime, anywhere student-centered support in service to the diverse needs of our students. we will explore how our use of online meeting and web conferencing applications provided a seamless portal to multiple options for students to engage with librarians and other learning commons professionals. we will illustrate how this digital platform supports the diverse learning styles of students and creates a setting that encourages student engagement with the integrated virtual services that will foster student success and retention.",,,,,,,,
2019-57,Finding New Angles: OER Student Survey Data and the Academic Library Narrative,Contributed Paper,Rutgers University,,,,,,,Assessment,2019,2019-57,"This paper will summarize 400+ responses to a student questionnaire used to assess an OER program. Students' responses showed that they were concerned about textbook affordability, liked their open and affordable course content, and unanimously supported continuing the program. However, responses also suggested a reliance on mobile devices, the relative invisibility of library resources, and the need for education about copyright and potential piracy. In addition to having direct implications for the use of open and affordable materials, these results reveal information about students' digital environment and the role of the library in their academic experience.","this paper will summarize 400+ responses to a student questionnaire used to assess an oer program. students' responses showed that they were concerned about textbook affordability, liked their open and affordable course content, and unanimously supported continuing the program. however, responses also suggested a reliance on mobile devices, the relative invisibility of library resources, and the need for education about copyright and potential piracy. in addition to having direct implications for the use of open and affordable materials, these results reveal information about students' digital environment and the role of the library in their academic experience.",,,,,,,,
2019-58,Teaching Anxious Students: Reimagining Library Pedagogy for the Age of Anxiety,Contributed Paper,north dakota state university,,,,,,,Teaching and Learning,2019,2019-58,"In the face of increasing rates of anxiety among college students, how should instruction librarians respond? This session will raise awareness about the prevalence of anxiety among the college student population, discuss potential social forces behind the increase of anxiety, and share information about alternative pedagogical approaches that can help instruction librarians be more responsive to anxiety in the classroom.","in the face of increasing rates of anxiety among college students, how should instruction librarians respond? this session will raise awareness about the prevalence of anxiety among the college student population, discuss potential social forces behind the increase of anxiety, and share information about alternative pedagogical approaches that can help instruction librarians be more responsive to anxiety in the classroom.",,,,,,,,
2019-59,The Case of the Missing Books: Using new digital analytics data to answer old questions,Contributed Paper,university of colorado colorado springs,,,,,,,Collections,2019,2019-59,"When a book goes missing, a librarian needs to decide whether it is better to replace the item or use the money to purchase a new item. Circulation data and user-initiated requests offer insufficient information to make this decision, but by using Google Analytics one library was able to automatically generate a report that measures user interest of missing items. This process requires little staff resources and offers a novel source for decision making in collection management. This conference proceeding shares the results of our study and explains how to adapt this approach for your library.","when a book goes missing, a librarian needs to decide whether it is better to replace the item or use the money to purchase a new item. circulation data and user-initiated requests offer insufficient information to make this decision, but by using google analytics one library was able to automatically generate a report that measures user interest of missing items. this process requires little staff resources and offers a novel source for decision making in collection management. this conference proceeding shares the results of our study and explains how to adapt this approach for your library.",,,,,,,,
2019-60,The Cost of Speaking Out: Do Librarians Truly Experience Academic Freedom?,Contributed Paper,university of minnesota,macalester college,,,,,,Professional/Staff Development,2019,2019-60,"In the wake of the 2016 presidential election, academic institutions have seen an upsurge in challenges to academic freedom. Academic librarians have faced a choice whether or not to speak out more about how the current political reality impacts patrons, organizations, and librarians themselves, but these free speech actions have had consequences. Our paper explores how academic librarians have navigated challenges to academic freedom, how their social identities may have influenced their experiences, the push back they may have encountered, and what we can do to protect intellectual free expression in order to authentically engage in our communities.","in the wake of the 2016 presidential election, academic institutions have seen an upsurge in challenges to academic freedom. academic librarians have faced a choice whether or not to speak out more about how the current political reality impacts patrons, organizations, and librarians themselves, but these free speech actions have had consequences. our paper explores how academic librarians have navigated challenges to academic freedom, how their social identities may have influenced their experiences, the push back they may have encountered, and what we can do to protect intellectual free expression in order to authentically engage in our communities.",,,,,,,,
2019-61,Troubleshooting the Library IT Leadership Gap,Contributed Paper,miami university,,,,,,,Administration/Management/Leadership,2019,2019-61,"This presentation discusses the findings of a survey regarding women, information technology, and leadership positions in academic libraries. Research was conducted to investigate if the findings in other disciplines, like computer science and higher education leadership, are also applicable to the unique environment of academic libraries. The researchers sought to investigate two issues: the lack of gender diversity in library IT and the scarcity of leaders promoted into IT roles. The presenters invite attendees to participate in the ongoing scholarly conversation with an open dialogue regarding personal experiences, potential solutions, and avenues for further research.","this presentation discusses the findings of a survey regarding women, information technology, and leadership positions in academic libraries. research was conducted to investigate if the findings in other disciplines, like computer science and higher education leadership, are also applicable to the unique environment of academic libraries. the researchers sought to investigate two issues: the lack of gender diversity in library it and the scarcity of leaders promoted into it roles. the presenters invite attendees to participate in the ongoing scholarly conversation with an open dialogue regarding personal experiences, potential solutions, and avenues for further research.",,,,,,,,
2019-62,How academic libraries are engaging readers with popular eBooks and audiobooks,Panel Session,OverDrive,maryville university,lindenwood university,logan university,,,,panel discussion,2019,2019-62,"Supplementing your digital catalogs with in-demand trade titles for audiobooks and ebooks produces engagement with students and staff alike. In this session you'll hear from university librarians from the MOBIUS consortium and learn how Missouri colleges joined together to create a successful, shared digital collection that serves students and faculty from colleges and universities of all sizes and specialties. Whether you are an existing OverDrive library partner or seeking to expand your reach for new users, you won't want to miss this presentation.
Content developed and sponsored by OverDrive.","supplementing your digital catalogs with in-demand trade titles for audiobooks and ebooks produces engagement with students and staff alike. in this session you'll hear from university librarians from the mobius consortium and learn how missouri colleges joined together to create a successful, shared digital collection that serves students and faculty from colleges and universities of all sizes and specialties. whether you are an existing overdrive library partner or seeking to expand your reach for new users, you won't want to miss this presentation.
content developed and sponsored by overdrive.",,,,,,,,
2019-63,Publish It with ACRL,Panel Session,ACRL,university of wyoming,university of south carolina lancaster,choice,,,,Scholarly Communication,2019,2019-63,"Come meet the editors of ACRL's publications and learn about all the different opportunities and processes for proposing, writing, editing, and contributing to ACRL's many writing outlets. Ask questions, discuss ideas, topics, and trends, and meet fellow writers. Beginners to publishing pros are welcome!","come meet the editors of acrl's publications and learn about all the different opportunities and processes for proposing, writing, editing, and contributing to acrl's many writing outlets. ask questions, discuss ideas, topics, and trends, and meet fellow writers. beginners to publishing pros are welcome!",,,,,,,,
2019-64,A Leader in a Strange Land: Adjusting to Life as an Administrator in a New Institution,Panel Session,New York University,wichita state university,missouri state university,university of texas arlington,,,,Administration/Management/Leadership,2019,2019-64,"This panel of new Associate Deans/department heads will share insights from their transitions: how they got to their new positions, how they adjusted, how their new colleagues adjusted to them, what went well, and what did not. Each moved to a new institution, adding a layer of complexity to their adjustments. Panelists hope for active discussion and will utilize Poll Everywhere to steer the conversation, as well as an open mic Q&A.","this panel of new associate deans/department heads will share insights from their transitions: how they got to their new positions, how they adjusted, how their new colleagues adjusted to them, what went well, and what did not. each moved to a new institution, adding a layer of complexity to their adjustments. panelists hope for active discussion and will utilize poll everywhere to steer the conversation, as well as an open mic q&a.",,,,,,,,
2019-65,Empathetic Marketing in the Library: A Fresh Approach to Outreach,Panel Session,miami university hamilton,case western reserve university,cleveland state university,,,,,Outreach,2019,2019-65,"Empathetic marketing shows students how library services and staff can meet their core emotional needs (Control, Self-expression, Growth, Recognition, Belonging and Care). Meeting these needs assists in building connections between students and the library staff, helps ease library anxiety, and provides information about library services in new ways. During this session, librarians from three academic libraries will discuss how they have used empathetic marketing to transform their marketing endeavors. They will define and show examples of empathetic marketing and demonstrate ways that libraries can incorporate empathetic marketing into their outreach to students.
Sponsored by Bloomsbury","empathetic marketing shows students how library services and staff can meet their core emotional needs (control, self-expression, growth, recognition, belonging and care). meeting these needs assists in building connections between students and the library staff, helps ease library anxiety, and provides information about library services in new ways. during this session, librarians from three academic libraries will discuss how they have used empathetic marketing to transform their marketing endeavors. they will define and show examples of empathetic marketing and demonstrate ways that libraries can incorporate empathetic marketing into their outreach to students.
sponsored by bloomsbury",,,,,,,,
2019-66,Incentivizing Information Literacy Integration: Librarians as Partners in Assignment Design,Panel Session,university of kansas,san francisco university,,,,,,Teaching and Learning,2019,2019-66,"Find out how one library incentivized faculty collaboration to incorporate information literacy learning outcomes into the undergraduate curriculum. A university library offered three $500 mini-grants to faculty who committed to teaming up with librarians to redesign a major assignment in an undergraduate class. Over the course of the fall 2018 semester, librarian/faculty teams worked together to develop information literacy learning outcomes, pre-tests, rubrics, and scaffolding information literacy skills throughout a course assignment. The redesigned assignments were implemented in spring 2019. In this panel, librarian teams will share their experiences collaborating with faculty on assignment design and share preliminary assessment data.","find out how one library incentivized faculty collaboration to incorporate information literacy learning outcomes into the undergraduate curriculum. a university library offered three $500 mini-grants to faculty who committed to teaming up with librarians to redesign a major assignment in an undergraduate class. over the course of the fall 2018 semester, librarian/faculty teams worked together to develop information literacy learning outcomes, pre-tests, rubrics, and scaffolding information literacy skills throughout a course assignment. the redesigned assignments were implemented in spring 2019. in this panel, librarian teams will share their experiences collaborating with faculty on assignment design and share preliminary assessment data.",,,,,,,,
2019-67,Social Justice as a Core Professional Value: One Library's Story,Panel Session,university of wisconsin madison,,,,,,,Administration/Management/Leadership,2019,2019-67,"How can your library become a more just place? In this session, panelists will share the story of one undergraduate library's movement toward an embrace of non-neutrality and social justice as core operating values. Inspired by an historic in-library protest during finals week, the library's staff strives toward putting our profession's stated commitment to social justice, diversity, and equity into action. We will share our challenges, failures, and successes with you and create space for you to share your own.
Sponsored by Northwestern University Library.","how can your library become a more just place? in this session, panelists will share the story of one undergraduate library's movement toward an embrace of non-neutrality and social justice as core operating values. inspired by an historic in-library protest during finals week, the library's staff strives toward putting our profession's stated commitment to social justice, diversity, and equity into action. we will share our challenges, failures, and successes with you and create space for you to share your own.
sponsored by northwestern university library.",,,,,,,,
2019-68,Supporting K-12 education in academic libraries: What's in it for us?,Panel Session,northwestern university,northeastern illinois university,,,,,,Teaching and Learning,2019,2019-68,"Two very different universities in a major metropolitan area are pursuing several initiatives with local K-12 schools to better prepare students for the transition to college. Even as state funds for educational media services in secondary schools decrease, the Common Core and College Board AP curricula place increasing value on research skills at all levels. Academic librarians must adapt to this changing environment. Outreach initiatives also support institutional priorities to improve recruitment, retention, and engagement with our community. Participants will leave the panel with fresh ideas on how to forge new partnerships with local schools.","two very different universities in a major metropolitan area are pursuing several initiatives with local k-12 schools to better prepare students for the transition to college. even as state funds for educational media services in secondary schools decrease, the common core and college board ap curricula place increasing value on research skills at all levels. academic librarians must adapt to this changing environment. outreach initiatives also support institutional priorities to improve recruitment, retention, and engagement with our community. participants will leave the panel with fresh ideas on how to forge new partnerships with local schools.",,,,,,,,
2019-69,Valuing our expertise: Asserting teaching librarians' roles in campus conversations,Panel Session,pennsylvania state university lehigh valley,muhlenberg college,university of houston,,,,,Professional/Staff Development,2019,2019-69,"Teaching librarians often are viewed as playing a support role in our institutions' teaching and research missions, yet our expertise in areas like information ecologies and information literacy pedagogy is instrumental in advancing student learning. Asserting our unique knowledge strengthens our voices in campus conversations. Examples from our panelists will illustrate how we have successfully developed and become recognized on our campuses as: disciplinary experts, faculty development facilitators, and teachers. We will also discuss pitfalls that can undermine librarians' positions as campus leaders, as well as practical strategies to support new librarians seeking to develop and claim their own expertise.","teaching librarians often are viewed as playing a support role in our institutions' teaching and research missions, yet our expertise in areas like information ecologies and information literacy pedagogy is instrumental in advancing student learning. asserting our unique knowledge strengthens our voices in campus conversations. examples from our panelists will illustrate how we have successfully developed and become recognized on our campuses as: disciplinary experts, faculty development facilitators, and teachers. we will also discuss pitfalls that can undermine librarians' positions as campus leaders, as well as practical strategies to support new librarians seeking to develop and claim their own expertise.",,,,,,,,
2019-70,Promoting learning in the culturally diverse library instruction classroom: An active exploration,Workshop,University of Tennessee Chattanooga,university at albany suny,,,,,,Teaching and Learning,2019,2019-70,"Supporting diversity in all realms of the library is of critical importance to the library community, yet very little of the current literature and conference offerings are geared towards improving our connections and classroom interactions with culturally diverse populations. This hands-on workshop will harness the broad experiences of participants as we work together to improve our ability to facilitate learning for culturally diverse students in our library instruction classrooms.
Sponsored by Five Colleges of Ohio, Inc.","supporting diversity in all realms of the library is of critical importance to the library community, yet very little of the current literature and conference offerings are geared towards improving our connections and classroom interactions with culturally diverse populations. this hands-on workshop will harness the broad experiences of participants as we work together to improve our ability to facilitate learning for culturally diverse students in our library instruction classrooms.
sponsored by five colleges of ohio, inc.",,,,,,,,
2019-71,Creating an Assessment Plan & Data Inventory: Aligning & Managing Success Metrics,Workshop,university of nevada las vegas,,,,,,,Assessment,2019,2019-71,"Library literature discusses the necessity for assessment plans, but rarely describes how to create them. In this hands-on workshop, you'll learn how to use your library's strategic plan, performance and satisfaction data, and more to craft an outcomes-based assessment plan with relevant metrics that are aligned to institutional goals. You'll also learn how to create a data inventory that describes the data gathered for that plan: what is collected, how and when it's collected, how it's used, and where it is stored. This workshop will prepare attendees to create and use an assessment plan and data inventory to encourage a culture of assessment in their libraries.
Sponsored by Mary Ann Liebert, Inc.","library literature discusses the necessity for assessment plans, but rarely describes how to create them. in this hands-on workshop, you'll learn how to use your library's strategic plan, performance and satisfaction data, and more to craft an outcomes-based assessment plan with relevant metrics that are aligned to institutional goals. you'll also learn how to create a data inventory that describes the data gathered for that plan: what is collected, how and when it's collected, how it's used, and where it is stored. this workshop will prepare attendees to create and use an assessment plan and data inventory to encourage a culture of assessment in their libraries.
sponsored by mary ann liebert, inc.",,,,,,,,
2019-72,"Let's get Engaged in Policy: The who, what, and how of building government support for libraries",Workshop,peninsula college,virginia library association,national information standards organization,northwestern university,,,,Outreach,2019,2019-72,"Come learn from members of ALA's new Policy Corps how to effectively engage with stakeholders on policy issues and advocate better for your library's needs. You will learn about the policy and political environment we face, then get hands-on experience in drafting plans to engage on specific policy issues. Leave with concrete ideas and next steps to addressing important topics for your library.
Sponsored by Johns Hopkins University Libraries.","come learn from members of ala's new policy corps how to effectively engage with stakeholders on policy issues and advocate better for your library's needs. you will learn about the policy and political environment we face, then get hands-on experience in drafting plans to engage on specific policy issues. leave with concrete ideas and next steps to addressing important topics for your library.
sponsored by johns hopkins university libraries.",,,,,,,,
2019-73,Reframing the Narrative: Developing Information Literacy Learning Outcomes using Backward Design and Consensus Decision Making,Workshop,university of north carolina greensboro,,,,,,,Teaching and Learning,2019,2019-73,"Two librarians will lead workshop participants through the process they used to develop new information literacy program learning outcomes aligned to the ACRL Framework for Information Literacy at their university. In groups, participants will hand code sample qualitative data based on survey responses from librarians about essential information literacy skills and habits of mind students at different levels of study should have. Group members will collaboratively compare their codes, develop higher-level categories, align categories to the Framework, and draft learning outcomes. Participants will be able to adapt this method at their home institutions using nothing more than common office supplies.","two librarians will lead workshop participants through the process they used to develop new information literacy program learning outcomes aligned to the acrl framework for information literacy at their university. in groups, participants will hand code sample qualitative data based on survey responses from librarians about essential information literacy skills and habits of mind students at different levels of study should have. group members will collaboratively compare their codes, develop higher-level categories, align categories to the framework, and draft learning outcomes. participants will be able to adapt this method at their home institutions using nothing more than common office supplies.",,,,,,,,
2019-74,Preaching Digital Privacy at Academic Institutions: How to Raise Awareness and Take Action to Combat Surveillance at your School,Virtual Conference Webcast,city college of san francisco,greenfield community college,oregon state university,,,,,Technology and Tools,2019,2019-74,"Three graduates of the inaugural cohort of the Library Freedom Institute will discuss the ways they have brought digital privacy and anti-surveillance education and advocacy to their campuses and communities. They will share tools, lesson plans, and techniques, all of which are grounded in a philosophy of harm reduction that recognizes that different people have different needs, abilities, and levels of risk tolerance.","three graduates of the inaugural cohort of the library freedom institute will discuss the ways they have brought digital privacy and anti-surveillance education and advocacy to their campuses and communities. they will share tools, lesson plans, and techniques, all of which are grounded in a philosophy of harm reduction that recognizes that different people have different needs, abilities, and levels of risk tolerance.",,,,,,,,
2019-75,"Identifying gaps, seeing opportunities: Rethinking outreach and integration into the classroom through digital pedagogy",TechConnect Presentation,university of rochester river campus,,,,,,,Technology and Tools,2019,2019-75,"Digital pedagogy is an area where learning and teaching is seeing the most change. In courses where there was no prior need for a librarian to be involved, incorporating digital assignments can change that story. This session will describe one such experience, stemming from an innovative workshop which paired faculty interested in digital pedagogy with functional and subject specialists to design digital assignments. Work that had taken place during this workshop became a reality this fall semester for a class, Language and Advertising, where we used video annotation software in development at our university in a new and exciting way.
Sponsored by Safari.","digital pedagogy is an area where learning and teaching is seeing the most change. in courses where there was no prior need for a librarian to be involved, incorporating digital assignments can change that story. this session will describe one such experience, stemming from an innovative workshop which paired faculty interested in digital pedagogy with functional and subject specialists to design digital assignments. work that had taken place during this workshop became a reality this fall semester for a class, language and advertising, where we used video annotation software in development at our university in a new and exciting way.
sponsored by safari.",,,,,,,,
2019-76,Field notebooks and tally sheets: Finding and describing reusable analog data on campus,Contributed Paper,university of minnesota,,,,,,,Collections,2019,2019-76,"Data and its management continues to grow in importance in academic libraries, and the focus is overwhelmingly on newly-produced digital data. However, data in paper or analog format exists across our campuses in varying locations and is equally important. With a focus on life sciences data, we have mainly explored analog material in selected labs and centers on campus and in the University Archives. We have discovered that it is an institutional asset although some is not well preserved, almost none is easily discoverable, quite a bit could be shareable, and some has high potential for reuse.","data and its management continues to grow in importance in academic libraries, and the focus is overwhelmingly on newly-produced digital data. however, data in paper or analog format exists across our campuses in varying locations and is equally important. with a focus on life sciences data, we have mainly explored analog material in selected labs and centers on campus and in the university archives. we have discovered that it is an institutional asset although some is not well preserved, almost none is easily discoverable, quite a bit could be shareable, and some has high potential for reuse.",,,,,,,,
2019-77,Impact of an OER adoption in an American History course: An exploration of impact on student outcomes and behaviors,Contributed Paper,university of central florida,,,,,,,Assessment,2019,2019-77,"Escalating textbook costs are of increasing concern to faculty and administrators. Survey responses of 1,975 students found that 53%  frequently ","escalating textbook costs are of increasing concern to faculty and administrators. survey responses of 1,975 students found that 53%  frequently ",,,,,,,,
2019-78,The Librarian Parlor: Demystifying the research process through community,Contributed Paper,university of nevada las vegas,Pennsylvania State University,university of tennessee knoxville,columbus college of art & design,,,,Professional/Staff Development,2019,2019-78,"Academic LIS researchers have inconsistent research responsibilities and support depending on their institution and position. Some are offered time, mentorship, and professional development funding in order to accomplish goals, while others are asked to conduct research on their own. This paper will identify gaps in our profession's support for those interested in pursuing, developing, and publishing library research. Presenters will also share the process they went through and lessons learned from creating an online community for new LIS researchers called LibParlor.","academic lis researchers have inconsistent research responsibilities and support depending on their institution and position. some are offered time, mentorship, and professional development funding in order to accomplish goals, while others are asked to conduct research on their own. this paper will identify gaps in our profession's support for those interested in pursuing, developing, and publishing library research. presenters will also share the process they went through and lessons learned from creating an online community for new lis researchers called libparlor.",,,,,,,,
